label,text,char_count,word_count,clean_text,target
ham,I'm freezing and craving ice. Fml,33,6,im freezing craving ice fml,0
ham,Just got outta class gonna go gym.,34,7,got outta class gon na go gym,0
ham,Wat u doing there?,18,4,wat u,0
ham,Guess he wants alone time. We could just show up and watch when they do..,73,15,guess want alone time could show watch,0
ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,80,15,maybe say hi find got card great escape wetherspoons,0
ham,"Sir, i am waiting for your call, once free please call me.",58,12,sir waiting call free please call,0
ham,Midnight at the earliest,24,4,midnight earliest,0
ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way,86,19,k actually guy meet sunoco howard right way,0
ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",123,22,nah straight bring bud drink something thats actually little useful straight cash,0
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",153,30,good afternoon boytoy feeling today better hope good boy obedient slave please queen,0
ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",790,162,last thing ever wanted hurt didnt think would youd laugh embarassed delete tag keep going far knew wasnt even fact even felt like would hurt show really dont know messy wednesday wasnt bad problem time clean choose skype take picture sleep want go dont mind thing dont make bed throw laundry top cant friend house im embarassed there underwear bra strewn bed pillow floor thats something else used good least making bed,0
ham,Webpage s not available!,24,4,webpage available,0
ham,Rofl. Its true to its name,26,6,rofl true name,0
spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,120,22,sm ac sptv new jersey devil detroit red wing play ice hockey correct incorrect end reply end sptv,1
ham,What pa tell me.. I went to bath:-),35,8,pa tell went bath,0
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",91,19,havent forgotten might couple buck send tomorrow k love ya,0
ham,Tell them no need to investigate about me anywhere.,51,9,tell need investigate anywhere,0
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!,140,34,th gower mate r u man good wale ill b back åômorrow c u wk msg åð random,0
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,152,32,hello handsome finding job lazy working towards getting back net mummy wheres boytoy miss,0
ham,Hey i will be late... i'm at amk. Need to drink tea or coffee,61,14,hey late im amk need drink tea coffee,0
ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",202,34,thank callingforgot say happy onam sirjii fine remembered met insurance personmeet qatar insha allahrakhesh ex tata aig joined tisscotayseer,0
ham,Hi.:)technical support.providing assistance to us customer through call and email:),83,10,hitechnical supportproviding assistance u customer call email,0
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",154,37,babe go day sip cappuccino think love send kiss across sea,0
ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,237,40,youve already got flaky parent itsnot supposed child job support parentnot theyre ride age anyway im supposed support ive hurt unintentional hurt nonetheless,0
ham,"I hav almost reached. Call, i m unable to connect u.",52,11,hav almost reached call unable connect u,0
ham,"see you then, we're all christmassy here!",41,7,see christmassy,0
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",58,11,sound gd haha wah u yan jiu fast liao,0
ham,At 7 we will go ok na.,22,7,go ok na,0
ham,Will be out of class in a few hours. Sorry,42,10,class hour sorry,0
ham,Where is it. Is there any opening for mca.,42,9,opening mca,0
ham,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",363,72,im cant give everything want need actually could better yor ownyouve got money cant get work cant get man cant pay rent cant even fill fucking gas tank yes im stressed depressed didnt even call home thanksgiving cuz ill tell im nothing,0
ham,Gud mrng dear have a nice day,29,7,gud mrng dear nice day,0
ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,175,34,train back northampton im afraid im staying skyving today ho ho around wednesday though fancy comedy club week way,0
ham,Moji just informed me that you saved our lives. Thanks.,55,10,moji informed saved life thanks,0
ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,68,16,ill sch fr dun haf da book sch home,0
ham,So lets make it saturday or monday as per convenience.,54,10,let make saturday monday per convenience,0
ham,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",274,37,nowadays people notixiquating laxinorficated opportunity bambling entropication ever oblisingately opted ur book masteriastering amplikater fidalfication champlaxigating think atrocious wotz ur opinion junna,0
ham,Take us out shopping and Mark will distract Isaiah.=D,53,9,take u shopping mark distract isaiahd,0
ham,When i have stuff to sell i.ll tell you,39,9,stuff sell ill tell,0
ham,Then dun wear jeans lor...,26,5,dun wear jean lor,0
ham,Hey do you want anything to buy:),33,7,hey want anything buy,0
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,69,15,escape theatre going watch kavalan minute,0
ham,Well. You know what i mean. Texting,35,7,well know mean texting,0
ham,That's the way you should stay oh.,34,7,thats way stay oh,0
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,156,30,taking part mobile survey yesterday text use however wish get txts send txt tc p,1
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,137,28,like v shock leh co telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor,0
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,159,25,message important information user today lucky day find log onto fantastic surprise awaiting,1
ham,Well i know Z will take care of me. So no worries.,50,12,well know z take care worry,0
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,160,27,weekly coolmob tone ready download week new tone include crazy frogaxel f akonlonely black eyeddont p info n,1
ham,For my family happiness..,25,4,family happiness,0
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,80,21,hi moved pub would great c u u cud come,0
ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,237,48,wishing great day moji told offer always speechless offer easily go great length behalf stunning exam next friday keep touch sorry,0
ham,What Today-sunday..sunday is holiday..so no work..,50,6,todaysundaysunday holidayso work,0
ham,Tell me something. Thats okay.,30,5,tell something thats okay,0
ham,"Geeeee ... Your internet is really bad today, eh ?",50,10,geeeee internet really bad today eh,0
ham,Ok... Thanx... Gd nite 2 Ì_ too...,34,7,ok thanx gd nite ì,0
ham,Okie but i scared u say i fat... Then u dun wan me already...,61,14,okie scared u say fat u dun wan already,0
ham,Jus finish blowing my hair. U finish dinner already?,52,9,jus finish blowing hair u finish dinner already,0
ham,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",81,16,hi wlcome back wonder got eaten lion something nothing much,0
ham,Am only searching for good dual sim mobile pa.,46,9,searching good dual sim mobile pa,0
ham,Thank you baby! I cant wait to taste the real thing...,54,11,thank baby cant wait taste real thing,0
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,116,23,lol please actually send pic right wan na see pose comb hair dryer something,0
ham,"Call me, i am senthil from hsbc.",32,7,call senthil hsbc,0
ham,Me sef dey laugh you. Meanwhile how's my darling anjie!,55,10,sef dey laugh meanwhile hows darling anjie,0
ham,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.,251,44,sing hu think also important find someone female know place well preferably citizen also smart help navigate even thing like choosing phone plan require guidance doubt ask especially girl,0
ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",77,13,yep great loxahatchee xmas tree burning ltgt start hour,0
ham,Where are you lover ? I need you ...,36,9,lover need,0
ham,Its normally hot mail. Com you see!,35,7,normally hot mail com see,0
ham,Yesterday its with me only . Now am going home.,47,10,yesterday going home,0
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,156,32,wan na laugh try chitchat mobile logon txting word chat send cm po box london w zf pmsg rcvd,1
